-75.27362,39.8763,0.2869,
1994,74689 ,56311 ,Theft from Vehicle,22067
1995,69426 ,57976 ,Theft from Vehicle,22077
1996,77222 ,63054 ,Motor Vehicle Theft,22081
1997,17311 ,52015 ,Motor Vehicle Theft,22082
1998,84097 ,65610 ,Burglary Residential,22094
1999,40716 ,28800 ,Aggravated Assault No Firearm,22102
2000,11641 ,29852 ,Aggravated Assault No Firearm,22106
2001,24663 ,28873 ,Theft from Vehicle,22128
2002,62337 ,47449 ,Theft from Vehicle,22141
2003,17996 ,13087 ,Theft from Vehicle,22171
2004,15037 ,31618 ,Burglary Residential,22173
2005,12911 ,17192 ,Theft from Vehicle,22206
2006,44200 ,20801 ,Motor Vehicle Theft,22210
2007,21962 ,26601 ,Motor Vehicle Theft,22229
2008,68137 ,49138 ,Burglary Residential,22233
2009,89259 ,82237 ,Theft from Vehicle,22265
2010,76658 ,52365 ,Theft from Vehicle,22273
2011,78371 ,65184 ,Burglary Residential,22285
2012,53866 ,41598 ,Burglary Residential,22295
2013,29933 ,36825 ,Burglary Residential,22299
2014,92592 ,78229 ,Motor Vehicle Theft,22318
2015,65632 ,47779 ,Aggravated Assault Firearm,22323
2016,42198 ,60641 ,Rape,22328
2017,43899 ,45920 ,Robbery Firearm,22336
2018,54959 ,53216 ,Theft from Vehicle,22336
2019,40246 ,68614 ,Theft from Vehicle,22358
2020,32841 ,42138 ,Aggravated Assault No Firearm,22375
2021,40900 ,49447 ,Robbery No Firearm,22375
2022,35812 ,20892 ,Burglary Residential,22378
2023,36328 ,31713 ,Burglary Residential,22382
2024,32021 ,67130 ,Theft from Vehicle,22390
2025,44194 ,60055 ,Theft from Vehicle,22390
2026,84469 ,51958 ,Theft from Vehicle,22392
2027,39150 ,38256 ,Rape,22393
2028,58851 ,44264 ,Burglary Non-Residential,22411
2029,36194 ,30428 ,Burglary Residential,22416
2030,84441 ,55652 ,Theft from Vehicle,22428
2031,46730 ,41411 ,Aggravated Assault No Firearm,22430
2032,18251 ,13353 ,Theft from Vehicle,22431
2033,60897 ,59175 ,Burglary Residential,22440
2034,33206 ,16078 ,Motor Vehicle Theft,22449
2035,33636 ,72349 ,Theft from Vehicle,22449
2036,62857 ,52406 ,Robbery No Firearm,22461
2037,33638 ,42679 ,Robbery No Firearm,22463
2038,37363 ,27348 ,Robbery No Firearm,22468
2039,46542 ,30537 ,Theft from Vehicle,22469
2040,50134 ,54129 ,Aggravated Assault No Firearm,22485
2041,50319 ,57691 ,Aggravated Assault No Firearm,22490
2042,39459 ,37753 ,Burglary Residential,22494
2043,26720 ,39696 ,Homicide - Gross Negligence,22497
2044,39422 ,34313 ,Theft from Vehicle,22512
2045,45585 ,53587 ,Aggravated Assault No Firearm,22527
2046,34740 ,15589 ,Theft from Vehicle,22528
2047,36173 ,16731 ,Motor Vehicle Theft,22541
2048,56435 ,42229 ,Aggravated Assault No Firearm,22544
2049,68875 ,50315 ,Aggravated Assault Firearm,22574
2050,47441 ,30903 ,Theft from Vehicle,22577
2051,15317 ,23786 ,Burglary Residential,22585
2052,76279 ,57748 ,Theft from Vehicle,22601
2053,77121 ,53155 ,Motor Vehicle Theft,22610
2054,22397 ,28926 ,Aggravated Assault No Firearm,22613
2055,38908 ,37119 ,Theft from Vehicle,22615
2056,39252 ,24671 ,Robbery No Firearm,22627
2057,75351 ,64163 ,Burglary Residential,22652
2058,31967 ,36766 ,Robbery No Firearm,22655
2059,79254 ,62826 ,Burglary Non-Residential,22658
2060,49476 ,54057 ,Burglary Residential,22694
2061,85156 ,84276 ,Robbery No Firearm,22694
2062,22203 ,33857 ,Burglary Residential,22702
2063,32544 ,54948 ,Burglary Residential,22705
2064,43490 ,48196 ,Theft from Vehicle,22706
2065,14281 ,24823 ,Burglary Residential,22709
2066,41085 ,35557 ,Burglary Residential,22717
2067,33988 ,30648 ,Theft from Vehicle,22734
2068,39693 ,16305 ,Aggravated Assault No Firearm,22737
2069,67011 ,58981 ,Aggravated Assault No Firearm,22737
2070,14387 ,17634 ,Motor Vehicle Theft,22742
2071,38667 ,60383 ,Burglary Residential,22747
2072,86430 ,79279 ,Burglary Residential,22751
2073,39867 ,46710 ,Robbery No Firearm,22756
2074,28089 ,17489 ,Aggravated Assault No Firearm,22757
2075,41888 ,16187 ,Robbery Firearm,22760
2076,65547 ,49240 ,Robbery Firearm,22772
2077,37136 ,54352 ,Burglary Non-Residential,22788
2078,100935 ,61293 ,Motor Vehicle Theft,22805
2079,52555 ,55488 ,Robbery Firearm,22816
2080,80733 ,54503 ,Aggravated Assault Firearm,22823
2081,86442 ,79289 ,Burglary Residential,22827
2082,39714 ,38157 ,Robbery No Firearm,22834
2083,36109 ,34917 ,Theft from Vehicle,22855
2084,87574 ,82344 ,Burglary Residential,22869
2085,83602 ,53886 ,Robbery Firearm,22888
2086,58310 ,39114 ,Robbery No Firearm,22893
2087,43324 ,49300 ,Aggravated Assault No Firearm,22900
2088,77854 ,54925 ,Theft from Vehicle,22927
2089,13037 ,39992 ,Robbery Firearm,22936
2090,40354 ,19279 ,Aggravated Assault No Firearm,22938
2091,31108 ,34690 ,Aggravated Assault No Firearm,22945
2092,43324 ,49300 ,Aggravated Assault No Firearm,22952
2093,69416 ,49170 ,Aggravated Assault No Firearm,22967
2094,27568 ,19974 ,Burglary Residential,22973
2095,44676 ,37849 ,Aggravated Assault Firearm,23047
2096,76352 ,64982 ,Theft from Vehicle,23070
2097,51505 ,39475 ,Robbery No Firearm,23089
2098,24892 ,29408 ,Robbery No Firearm,23111
2099,9294 ,31468 ,Rape,23122
2100,24174 ,31891 ,Aggravated Assault Firearm,23152
2101,53592 ,40623 ,Aggravated Assault No Firearm,23194
2102,63774 ,61091 ,Theft from Vehicle,23227
2103,65172 ,60313 ,Burglary Non-Residential,23234
2104,70048 ,54216 ,Theft from Vehicle,23252
2105,51476 ,34360 ,Burglary Residential,23313
2106,12258 ,30320 ,Robbery No Firearm,23321
2107,62143 ,50117 ,Burglary Non-Residential,23400
2108,33981 ,22288 ,Burglary Residential,23408
2109,16884 ,30670 ,Theft from Vehicle,23430
2110,104555 ,72593 ,Robbery No Firearm,23433
2111,36554 ,26343 ,Burglary Non-Residential,23472
2112,72581 ,46843 ,Theft from Vehicle,23483
2113,17877 ,30805 ,Theft from Vehicle,23520
2114,16442 ,34140 ,Theft from Vehicle,23521
2115,43202 ,39960 ,Rape,23528
2116,51897 ,43486 ,Aggravated Assault No Firearm,23539
2117,78739 ,54700 ,Burglary Non-Residential,23540
2118,38967 ,24649 ,Rape,23544
2119,38367 ,47078 ,Burglary Residential,23545
2120,38367 ,47078 ,Burglary Residential,23545
2121,38367 ,47078 ,Burglary Residential,23546
2122,67798 ,63915 ,Robbery Firearm,23554
2123,7540 ,34274 ,Motor Vehicle Theft,23559
2124,66979 ,51922 ,Theft from Vehicle,23582
2125,68784 ,47155 ,Burglary Residential,23589
2126,15314 ,53355 ,Burglary Non-Residential,23591
2127,50325 ,43427 ,Theft from Vehicle,23591
2128,71036 ,48571 ,Aggravated Assault No Firearm,23594
2129,42110 ,61607 ,Burglary Non-Residential,23630
2130,54153 ,54193 ,Motor Vehicle Theft,23631
2131,19828 ,31391 ,Robbery Firearm,23633
2132,16462 ,22664 ,Aggravated Assault No Firearm,23654
2133,33451 ,23320 ,Burglary Residential,23654
2134,41450 ,44300 ,Theft from Vehicle,23658
2135,95880 ,71539 ,Theft from Vehicle,23671
2136,34761 ,36747 ,Burglary Non-Residential,23684
2137,62173 ,60345 ,Theft from Vehicle,23686
2138,39939 ,49924 ,Burglary Residential,23691
2139,38281 ,51578 ,Aggravated Assault No Firearm,23692
2140,77740 ,52649 ,Burglary Residential,23699
2141,64171 ,54343 ,Robbery Firearm,23714
2142,49250 ,34671 ,Burglary Residential,23719
2143,76166 ,66755 ,Theft from Vehicle,23724
2144,29598 ,32642 ,Theft from Vehicle,23733
2145,55477 ,53394 ,Theft from Vehicle,23733
2146,39406 ,22583 ,Theft from Vehicle,23734
2147,60423 ,57332 ,Theft from Vehicle,23738
2148,61670 ,58862 ,Theft from Vehicle,23739
2149,42241 ,40886 ,Robbery No Firearm,23741
2150,85810 ,84146 ,Burglary Residential,23748
2151,44321 ,35818 ,Burglary Residential,23752
2152,71748 ,42412 ,Theft from Vehicle,23755
2153,37871 ,53531 ,Robbery Firearm,23763
2154,77213 ,55283 ,Theft from Vehicle,23763
2155,46720 ,32489 ,Theft from Vehicle,23771
2156,27428 ,60273 ,Burglary Residential,23774
2157,82623 ,52634 ,Burglary Residential,23774
2158,25986 ,31130 ,Burglary Residential,23779
2159,13938 ,24829 ,Burglary Residential,23780
2160,68085 ,41962 ,Theft from Vehicle,23792
2161,61778 ,58572 ,Theft from Vehicle,23807
2162,54302 ,57904 ,Burglary Residential,23819
2163,37124 ,59431 ,Burglary Residential,23827
2164,43311 ,63531 ,Burglary Residential,23854
2165,36630 ,42714 ,Robbery No Firearm,23859
2166,78666 ,57735 ,Theft from Vehicle,23864
2167,20497 ,25900 ,Burglary Residential,23885
2168,34453 ,35211 ,Theft from Vehicle,23889
2169,16965 ,16161 ,Burglary Residential,23894
2170,36022 ,43865 ,Burglary Residential,23902
2171,22384 ,28758 ,Burglary Residential,23920
2172,33019 ,44250 ,Theft from Vehicle,23929
2173,75816 ,67556 ,Theft from Vehicle,23931
2174,34046 ,54024 ,Burglary Residential,23936
2175,70749 ,54859 ,Burglary Residential,23953
2176,80264 ,51139 ,Aggravated Assault No Firearm,23960
2177,38910 ,50865 ,Aggravated Assault No Firearm,23961
2178,43738 ,34255 ,Theft from Vehicle,23961
2179,63971 ,47531 ,Aggravated Assault Firearm,23966
2180,97679 ,67600 ,Burglary Residential,23966
2181,63971 ,47531 ,Aggravated Assault Firearm,23967
2182,63971 ,47531 ,Aggravated Assault Firearm,23967
2183,63971 ,47531 ,Aggravated Assault Firearm,23967
2184,63971 ,47531 ,Aggravated Assault Firearm,23967
2185,93284 ,87958 ,Theft from Vehicle,23972
2186,41278 ,48422 ,Robbery No Firearm,23984
2187,73772 ,77429 ,Burglary Residential,23987
2188,30957 ,33317 ,Robbery No Firearm,23995
2189,36040 ,68273 ,Theft from Vehicle,23995
2190,67797 ,59154 ,Aggravated Assault Firearm,24001
2191,76519 ,56257 ,Aggravated Assault No Firearm,24019
2192,42169 ,13242 ,Theft from Vehicle,24020
2193,43756 ,29943 ,Theft from Vehicle,24023
2194,40381 ,39800 ,Burglary Non-Residential,24028
2195,67433 ,57080 ,Burglary Residential,24029
2196,25875 ,47932 ,Burglary Residential,24030
2197,40749 ,43252 ,Burglary Residential,24040
2198,31823 ,37991 ,Burglary Residential,24053
2199,46685 ,47031 ,Burglary Residential,24056
2200,34248 ,18320 ,Motor Vehicle Theft,24081
2201,75816 ,67556 ,Theft from Vehicle,24102
2202,67615 ,64726 ,Burglary Residential,24108
2203,28175 ,20835 ,Burglary Residential,24111
2204,45322 ,62102 ,Burglary Residential,24114
2205,76614 ,51071 ,Burglary Residential,24114
2206,49268 ,52898 ,Aggravated Assault No Firearm,24135
2207,15698 ,27815 ,Burglary Residential,24137
2208,75922 ,60352 ,Burglary Residential,24138
2209,34363 ,18746 ,Robbery No Firearm,24148
2210,81164 ,55959 ,Robbery Firearm,24154
2211,36999 ,43342 ,Burglary Residential,24173
2212,37667 ,34541 ,Aggravated Assault Firearm,24174
2213,38433 ,23379 ,Aggravated Assault No Firearm,24179
2214,36247 ,27484 ,Aggravated Assault Firearm,24196
2215,38901 ,58001 ,Theft from Vehicle,24196
2216,44696 ,42563 ,Aggravated Assault Firearm,24202
2217,37380 ,16009 ,Motor Vehicle Theft,24207
2218,46225 ,57662 ,Aggravated Assault Firearm,24210
2219,81971 ,55444 ,Burglary Residential,24212
2220,36382 ,21585 ,Burglary Non-Residential,24236
2221,50534 ,46993 ,Robbery No Firearm,24236
2222,38876 ,25294 ,Burglary Residential,24248
2223,52012 ,50609 ,Motor Vehicle Theft,24252
2224,62736 ,61075 ,Robbery Firearm,24252
2225,17887 ,29950 ,Robbery Firearm,24254
2226,83892 ,54834 ,Theft from Vehicle,24294
2227,65005 ,51707 ,Burglary Residential,24323
2228,71235 ,56739 ,Rape,24323
2229,37509 ,55500 ,Aggravated Assault No Firearm,24330
2230,14307 ,54419 ,Theft from Vehicle,24335
2231,39644 ,37945 ,Theft from Vehicle,24349
2232,20106 ,55005 ,Burglary Residential,24351
2233,18593 ,51355 ,Theft from Vehicle,24365
2234,31077 ,57139 ,Burglary Residential,24398
2235,39622 ,28950 ,Theft from Vehicle,24413
2236,13008 ,24515 ,Aggravated Assault No Firearm,24424
2237,20901 ,27598 ,Theft from Vehicle,24448
2238,15208 ,31021 ,Motor Vehicle Theft,24449
2239,73758 ,55838 ,Motor Vehicle Theft,24450
2240,55607 ,50166 ,Motor Vehicle Theft,24451
2241,104548 ,69562 ,Theft from Vehicle,24451
2242,43795 ,45649 ,Rape,24454
2243,29452 ,20824 ,Robbery Firearm,24457
2244,45140 ,42290 ,Burglary Residential,24473
2245,42098 ,46587 ,Robbery No Firearm,24477
2246,67126 ,61481 ,Theft from Vehicle,24481
2247,77988 ,56791 ,Theft from Vehicle,24490
2248,13759 ,14892 ,Aggravated Assault No Firearm,24538
2249,14281 ,24823 ,Burglary Residential,24569
2250,36077 ,27543 ,Burglary Non-Residential,24576
2251,33553 ,23806 ,Burglary Residential,24582
2252,53568 ,42775 ,Burglary Non-Residential,24585
2253,21613 ,66982 ,Burglary Residential,24613
2254,15277 ,19469 ,Motor Vehicle Theft,24615
2255,31930 ,34953 ,Rape,24650
2256,21395 ,22360 ,Motor Vehicle Theft,24668
2257,35824 ,67815 ,Theft from Vehicle,24732
2258,34771 ,50501 ,Theft from Vehicle,24798
2259,64674 ,63112 ,Theft from Vehicle,24839
2260,11058 ,18421 ,Motor Vehicle Theft,24868
2261,15814 ,19319 ,Aggravated Assault No Firearm,24878
2262,67716 ,55858 ,Motor Vehicle Theft,24932
2263,44918 ,56733 ,Aggravated Assault No Firearm,24969
2264,62725 ,39513 ,Theft from Vehicle,24979
2265,81710 ,56844 ,Motor Vehicle Theft,24981
2266,55393 ,49803 ,Theft from Vehicle,24988
2267,102491 ,75843 ,Motor Vehicle Theft,24992
2268,12695 ,13856 ,Theft from Vehicle,24995
2269,59288 ,59631 ,Theft from Vehicle,24995
2270,48946 ,62560 ,Theft from Vehicle,24999
2271,62878 ,39594 ,Theft from Vehicle,25004
2272,79762 ,58111 ,Robbery No Firearm,25009
2273,57671 ,45642 ,Burglary Residential,25018
2274,51567 ,43049 ,Motor Vehicle Theft,25024
2275,44295 ,14826 ,Motor Vehicle Theft,25040
2276,31634 ,32701 ,Theft from Vehicle,25043
2277,40551 ,22789 ,Motor Vehicle Theft,25051
2278,66250 ,50764 ,Robbery No Firearm,25060
2279,38838 ,31650 ,Theft from Vehicle,25063
2280,43579 ,29693 ,Theft from Vehicle,25087
2281,18899 ,29572 ,Burglary Non-Residential,25103
2282,72891 ,55914 ,Theft from Vehicle,25123
2283,68437 ,49023 ,Theft from Vehicle,25125
2284,14464 ,62182 ,Burglary Residential,25126
2285,21738 ,43829 ,Theft from Vehicle,25128
2286,30162 ,33925 ,Theft from Vehicle,25130
2287,81536 ,53282 ,Burglary Residential,25133
2288,30937 ,56193 ,Motor Vehicle Theft,25138
2289,47674 ,51763 ,Robbery Firearm,25156
2290,17532 ,11046 ,Theft from Vehicle,25170
2291,59257 ,58607 ,Burglary Residential,25184
2292,46732 ,47473 ,Burglary Residential,25189
2293,59397 ,60409 ,Burglary Residential,25199
2294,53519 ,55371 ,Theft from Vehicle,25206
2295,59967 ,40003 ,Theft from Vehicle,25209
2296,51452 ,41572 ,Burglary Residential,25211
2297,35883 ,18101 ,Robbery No Firearm,25217
2298,47964 ,33806 ,Theft from Vehicle,25225
2299,60841 ,41590 ,Motor Vehicle Theft,25245
2300,57235 ,53714 ,Burglary Residential,25248
2301,88335 ,85735 ,Aggravated Assault No Firearm,25250
2302,74569 ,51537 ,Robbery Firearm,25253
2303,22585 ,48517 ,Theft from Vehicle,25267
2304,53863 ,34575 ,Motor Vehicle Theft,25292
2305,80812 ,55743 ,Theft from Vehicle,25309
2306,14473 ,34463 ,Theft from Vehicle,25335
2307,54695 ,39754 ,Robbery Firearm,25339
2308,40728 ,26241 ,Robbery No Firearm,25340
2309,32319 ,39131 ,Burglary Residential,25352
2310,14729 ,18882 ,Motor Vehicle Theft,25374
2311,46460 ,44742 ,Motor Vehicle Theft,25390
2312,67713 ,53444 ,Burglary Residential,25406
2313,68474 ,66726 ,Burglary Residential,25414
2314,64568 ,66127 ,Burglary Residential,25419
2315,69463 ,60921 ,Burglary Residential,25420
2316,58470 ,59104 ,Burglary Residential,25433
2317,35154 ,41234 ,Robbery No Firearm,25438
2318,76352 ,64982 ,Burglary Residential,25441
2319,92888 ,65918 ,Burglary Residential,25441
2320,47082 ,34020 ,Aggravated Assault No Firearm,25442
2321,59223 ,59014 ,Burglary Residential,25448
2322,10564 ,15624 ,Rape,25454
2323,36260 ,22174 ,Burglary Residential,25465
2324,27755 ,47346 ,Theft from Vehicle,25467
2325,56247 ,41411 ,Aggravated Assault No Firearm,25478
2326,57445 ,38439 ,Burglary Residential,25485
2327,68201 ,56637 ,Aggravated Assault No Firearm,25486
2328,16362 ,21168 ,Robbery Firearm,25503
2329,35594 ,65860 ,Robbery Firearm,25510
2330,36170 ,27132 ,Rape,25522
2331,43180 ,34812 ,Theft from Vehicle,25526
2332,36022 ,43865 ,Burglary Residential,25527
2333,85299 ,54631 ,Theft from Vehicle,25527
2334,18419 ,22641 ,Burglary Residential,25560
2335,46472 ,49207 ,Burglary Residential,25560
2336,13525 ,23892 ,Burglary Residential,25567
2337,20988 ,56211 ,Burglary Residential,25568
2338,31344 ,49482 ,Theft from Vehicle,25574
2339,86861 ,70414 ,Theft from Vehicle,25577
2340,12092 ,36830 ,Burglary Non-Residential,25580
2341,79153 ,62180 ,Burglary Residential,25582
2342,39002 ,60029 ,Rape,25585
2343,32349 ,67023 ,Aggravated Assault Firearm,25598
2344,68686 ,57995 ,Burglary Residential,25598
2345,15810 ,24135 ,Aggravated Assault No Firearm,25629
2346,32040 ,16393 ,Robbery Firearm,25630
2347,13402 ,16994 ,Theft from Vehicle,25632
2348,38607 ,50204 ,Aggravated Assault Firearm,25644
2349,87339 ,82499 ,Motor Vehicle Theft,25644
2350,36792 ,35109 ,Robbery No Firearm,25656
2351,85638 ,83447 ,Robbery Firearm,25658
2352,43345 ,37471 ,Theft from Vehicle,25659
2353,76754 ,62804 ,Robbery No Firearm,25661
2354,37728 ,38206 ,Theft from Vehicle,25680
2355,91753 ,58890 ,Aggravated Assault No Firearm,25692
2356,13870 ,18730 ,Robbery No Firearm,25696
2357,29980 ,33460 ,Theft from Vehicle,25707
2358,37503 ,41498 ,Theft from Vehicle,25708
2359,58915 ,58845 ,Burglary Residential,25713
2360,27183 ,61518 ,Robbery Firearm,25714
2361,43919 ,52244 ,Robbery No Firearm,25715
2362,42915 ,47431 ,Theft from Vehicle,25735
2363,40608 ,41212 ,Burglary Residential,25762
2364,42022 ,20618 ,Theft from Vehicle,25776
2365,20336 ,23963 ,Robbery Firearm,25780
2366,26463 ,21509 ,Theft from Vehicle,25785
2367,44918 ,56733 ,Aggravated Assault No Firearm,25796
2368,20379 ,24610 ,Robbery Firearm,25808
2369,36487 ,39454 ,Rape,25812
2370,86447 ,62741 ,Theft from Vehicle,25818
2371,42022 ,20618 ,Burglary Residential,25830
2372,42164 ,63364 ,Aggravated Assault Firearm,25867
2373,44858 ,42378 ,Burglary Residential,25869
2374,101175 ,68786 ,Theft from Vehicle,25895
2375,43797 ,59296 ,Robbery No Firearm,25907
2376,64599 ,63036 ,Burglary Residential,25911
2377,91651 ,58873 ,Burglary Residential,25912
2378,74758 ,51886 ,Theft from Vehicle,25947
2379,16128 ,21917 ,Robbery Firearm,26014
2380,26862 ,21007 ,Robbery Firearm,26018
2381,42562 ,14113 ,Burglary Residential,26030
2382,33995 ,17786 ,Aggravated Assault No Firearm,26031
2383,64649 ,63087 ,Burglary Residential,26032
2384,81727 ,68144 ,Aggravated Assault No Firearm,26047
2385,55324 ,40384 ,Robbery No Firearm,26100
2386,68117 ,50927 ,Robbery No Firearm,26144
2387,38286 ,42031 ,Robbery No Firearm,26174
2388,41229 ,18745 ,Burglary Residential,26244
2389,45536 ,27012 ,Theft from Vehicle,26347
2390,47285 ,38636 ,Theft from Vehicle,26357
2391,64771 ,50048 ,Theft from Vehicle,26373
2392,66583 ,53500 ,Motor Vehicle Theft,26413
2393,35777 ,43172 ,Burglary Residential,26438
2394,28358 ,64612 ,Theft from Vehicle,26442
2395,37136 ,17490 ,Motor Vehicle Theft,26454
2396,81115 ,61788 ,Theft from Vehicle,26454
2397,49230 ,51364 ,Motor Vehicle Theft,26468
2398,14585 ,17821 ,Robbery No Firearm,26478
2399,75508 ,52281 ,Theft from Vehicle,26482
2400,58416 ,59088 ,Burglary Residential,26483
2401,13708 ,17155 ,Robbery No Firearm,26484
2402,40460 ,37936 ,Burglary Residential,26491
2403,82011 ,67974 ,Motor Vehicle Theft,26494
2404,40836 ,45749 ,Burglary Residential,26499
2405,73444 ,65010 ,Burglary Residential,26501
2406,41754 ,47596 ,Aggravated Assault No Firearm,26510
2407,73703 ,51973 ,Theft from Vehicle,26510
2408,35271 ,31491 ,Theft from Vehicle,26513
2409,41752 ,20434 ,Theft from Vehicle,26517
2410,8929 ,25118 ,Robbery No Firearm,26518
2411,44217 ,32244 ,Theft from Vehicle,26536
2412,39910 ,14862 ,Burglary Non-Residential,26546
2413,41060 ,44352 ,Robbery No Firearm,26555
2414,18102 ,27727 ,Aggravated Assault No Firearm,26564
2415,65945 ,56860 ,Motor Vehicle Theft,26564
2416,61144 ,58920 ,Motor Vehicle Theft,26570
2417,45735 ,29595 ,Theft from Vehicle,26572
2418,12092 ,36830 ,Burglary Non-Residential,26574
2419,30874 ,16523 ,Burglary Residential,26579
2420,32596 ,38866 ,Burglary Residential,26580
